id,Personality,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Stage_fear_basic_encoded,Stage_fear_noise_encoded,Stage_fear_cv_encoded_1,Stage_fear_cv_encoded_2,Drained_after_socializing_basic_encoded,Drained_after_socializing_noise_encoded,Drained_after_socializing_cv_encoded_1,Drained_after_socializing_cv_encoded_2
11390,Extrovert,2.0,No,5.0,6.0,No,15.0,7.0,0.9744248114517252,0.976646670835424,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9816214618715318,0.9742467865301073,0.9753971019820952
11391,Introvert,6.0,Yes,3.0,2.0,Yes,5.0,2.0,0.06778410405808825,0.07954064403433571,0.06778410405808825,0.06818251241284612,0.06751100341525783,0.07704033058919775,0.06751100341525783,0.06776991021972753
11392,Extrovert,1.0,No,7.0,3.0,No,5.0,9.0,0.9752173145650477,0.9860514243441313,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9717180389151959,0.9750398372807411,0.9760370229573381
11393,Extrovert,0.0,No,8.0,7.0,No,13.0,8.0,0.9755279900571651,0.966304436111614,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9887708089412107,0.9761370056357601,0.9751998213573527
11394,Extrovert,1.0,,5.0,6.0,No,5.0,9.0,0.7395235845873541,0.7499213299754591,0.7395235845873541,0.7397260273972602,0.9757491039443281,0.9754477061237894,0.9757491039443281,0.9753971019820952
11395,Extrovert,1.0,No,8.0,6.0,No,15.0,5.0,0.9762257032185212,0.9630457955484042,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9575585947104084,0.9761127243169778,0.975440789615481
11396,Extrovert,0.0,No,5.0,4.0,No,9.0,8.0,0.9755279900571651,0.962480050805937,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9751144026470192,0.9761370056357601,0.9751998213573527
11397,Extrovert,4.0,No,6.0,7.0,No,12.0,4.0,0.9762257032185212,0.9993606208590409,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9668011680921796,0.9761127243169778,0.975440789615481
11398,Extrovert,,No,9.0,5.0,,8.0,5.0,0.9744248114517252,0.9823512244281937,0.9744248114517252,0.9755732966617038,0.7395411605937922,0.7474708792706873,0.7395411605937922,0.7408906882591093
11399,Introvert,6.0,Yes,2.0,3.0,Yes,3.0,3.0,0.07129131651376448,0.06386844507705951,0.07129131651376448,0.07396272918470558,0.07131295272514954,0.07344259097831819,0.07131295272514954,0.07339967552160642
11400,Extrovert,1.0,No,,6.0,No,14.0,3.0,0.9752173145650477,0.965087998613075,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9542732901762645,0.9750398372807411,0.9751998213573527
11401,Extrovert,2.0,No,8.0,,No,11.0,4.0,0.9752173145650477,0.9487554851007949,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9717488974745426,0.9750398372807411,0.9752090993890185
11402,Extrovert,1.0,,8.0,5.0,No,11.0,5.0,0.7395235845873541,0.7374550538286888,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9738431841037788,0.9761127243169778,0.9752090993890185
11403,Extrovert,0.0,No,8.0,6.0,No,7.0,9.0,0.9757809804516525,0.9892730667494891,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9851869057870499,0.9757491039443281,0.9753971019820952
11404,Extrovert,0.0,No,10.0,6.0,No,10.0,10.0,0.9755279900571651,0.9798378130153037,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9723696823090402,0.9761370056357601,0.9751998213573527
11405,Extrovert,0.0,No,7.0,4.0,No,6.0,7.0,0.9744248114517252,0.9737909722818824,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9783850814969012,0.9742467865301073,0.9760370229573381
11406,Extrovert,2.0,No,5.0,4.0,No,15.0,9.0,0.9757809804516525,0.9833875107079584,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9733819699656883,0.9757491039443281,0.975440789615481
11407,Extrovert,3.0,No,5.0,3.0,No,9.0,5.0,0.9744248114517252,0.9821917326796439,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9685002473204969,0.9742467865301073,0.9752090993890185
11408,Introvert,4.0,Yes,2.0,0.0,,2.0,2.0,0.06778410405808825,0.0870117867721226,0.06778410405808825,0.07099717470937374,0.7395235845873541,0.7483406932276269,0.7395235845873541,0.7387138133477292
11409,Extrovert,0.0,,7.0,5.0,No,10.0,3.0,0.7395411605937922,0.728015105805597,0.7395411605937922,0.7395910655239895,0.9742467865301073,0.9809106384229738,0.9742467865301073,0.9760370229573381
11410,Introvert,2.0,Yes,3.0,2.0,Yes,2.0,2.0,0.07129131651376448,0.06723215605810776,0.07129131651376448,0.06801584145491464,0.07131295272514954,0.07642793058374338,0.07131295272514954,0.06684809959861038
11411,Extrovert,2.0,No,7.0,7.0,No,13.0,,0.9752173145650477,0.9650256820622442,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.978047996510541,0.9750398372807411,0.9753971019820952
11412,Extrovert,4.0,No,,3.0,No,4.0,6.0,0.9762257032185212,0.9806544525530814,0.9762257032185212,0.9752524091342913,0.9761127243169778,1.001264506241743,0.9761127243169778,0.9752090993890185
11413,Extrovert,2.0,No,6.0,5.0,No,6.0,9.0,0.9757809804516525,0.9840581066906924,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9714750298407133,0.9757491039443281,0.9760370229573381
11414,Introvert,9.0,Yes,1.0,2.0,,3.0,2.0,0.0688843169716374,0.07286889373171587,0.0688843169716374,0.07396272918470558,0.7395235845873541,0.7379746135278429,0.7395235845873541,0.7408906882591093
11415,Extrovert,1.0,No,5.0,5.0,No,10.0,4.0,0.9744248114517252,0.9706993271024705,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9672086354873488,0.9742467865301073,0.975440789615481
11416,Extrovert,3.0,No,6.0,4.0,No,6.0,9.0,0.9744248114517252,0.9810359480954985,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9884009718872068,0.9742467865301073,0.9760370229573381
11417,Extrovert,1.0,No,5.0,6.0,No,12.0,6.0,0.9757809804516525,0.9612126507337467,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9705737788365393,0.9757491039443281,0.975440789615481
11418,Extrovert,0.0,,8.0,5.0,No,15.0,6.0,0.7395235845873541,0.7552621170901127,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.961341620860452,0.9761127243169778,0.9751998213573527
11419,Extrovert,,No,6.0,5.0,No,14.0,8.0,0.9755279900571651,0.9603522176454773,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9623499654938963,0.9761370056357601,0.9753971019820952
11420,Extrovert,2.0,No,4.0,7.0,No,9.0,9.0,0.9757809804516525,0.9739431101757792,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9746549789045338,0.9757491039443281,0.9752090993890185
11421,Extrovert,3.0,,5.0,4.0,No,6.0,9.0,0.7395235845873541,0.7383504522414382,0.7395235845873541,0.7397260273972602,0.9757491039443281,0.9968995897982471,0.9757491039443281,0.9753971019820952
11422,Extrovert,1.0,No,5.0,6.0,No,,9.0,0.9762257032185212,0.987111180598238,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9944452230429035,0.9761127243169778,0.9760370229573381
11423,Extrovert,2.0,No,9.0,7.0,No,15.0,5.0,0.9744248114517252,0.9978792957980771,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.977027371114193,0.9742467865301073,0.9752090993890185
11424,Introvert,4.0,Yes,0.0,,Yes,2.0,2.0,0.0688843169716374,0.07411519278641512,0.0688843169716374,0.07099717470937374,0.06694094669160668,0.07069050498722627,0.06694094669160668,0.06932037704774992
11425,Extrovert,0.0,No,9.0,5.0,No,4.0,8.0,0.9752173145650477,0.9800013554896287,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9656470808603326,0.9750398372807411,0.9753971019820952
11426,Introvert,7.0,Yes,3.0,3.0,Yes,4.0,1.0,0.06778410405808825,0.07307222186865615,0.06778410405808825,0.07396272918470558,0.06751100341525783,0.08076484767272372,0.06751100341525783,0.07339967552160642
11427,Extrovert,1.0,No,10.0,7.0,No,9.0,8.0,0.9744248114517252,1.0002016434173517,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9655153405730458,0.9742467865301073,0.9751998213573527
11428,Extrovert,2.0,No,4.0,3.0,No,11.0,7.0,0.9762257032185212,0.9717435807081307,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.959195880725247,0.9761127243169778,0.9760370229573381
11429,Extrovert,3.0,No,4.0,7.0,No,13.0,8.0,0.9757809804516525,0.9789495552484582,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9755288409227799,0.9757491039443281,0.9751998213573527
11430,Extrovert,4.0,No,8.0,6.0,No,7.0,9.0,0.9744248114517252,0.9653297820706164,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9709094663010238,0.9742467865301073,0.9760370229573381
11431,Introvert,8.0,Yes,3.0,1.0,Yes,5.0,0.0,0.06778410405808825,0.05592961305021959,0.06778410405808825,0.06427265184482787,0.06751100341525783,0.07600227280351124,0.06751100341525783,0.0647879894162173
11432,Extrovert,3.0,No,4.0,6.0,No,14.0,7.0,0.9762257032185212,0.9898304723368263,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.968019506258232,0.9761127243169778,0.975440789615481
11433,Extrovert,1.0,No,5.0,5.0,No,7.0,6.0,0.9744248114517252,0.9570403604854878,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9773557303816394,0.9742467865301073,0.975440789615481
11434,Extrovert,0.0,,8.0,5.0,No,14.0,8.0,0.7395411605937922,0.7338158169814011,0.7395411605937922,0.7408906882591093,0.9742467865301073,0.9584138749983704,0.9742467865301073,0.975440789615481
11435,Extrovert,3.0,No,6.0,6.0,No,5.0,7.0,0.9752173145650477,0.9550643473810055,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9700502100206064,0.9750398372807411,0.9753971019820952
11436,Extrovert,1.0,No,4.0,6.0,No,14.0,7.0,0.9755279900571651,0.958437669683931,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9839014395363521,0.9761370056357601,0.9752090993890185
11437,Introvert,11.0,Yes,2.0,3.0,Yes,2.0,1.0,0.06778410405808825,0.05635125976937637,0.06778410405808825,0.06427265184482787,0.06751100341525783,0.07585770486606268,0.06751100341525783,0.0647879894162173
11438,Extrovert,0.0,No,4.0,5.0,No,14.0,6.0,0.9752173145650477,0.9615686838936841,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.98341346343671,0.9750398372807411,0.9753971019820952
11439,Extrovert,4.0,No,9.0,6.0,No,10.0,4.0,0.9757809804516525,0.9947228840990032,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9531733279403284,0.9757491039443281,0.9760370229573381
11440,Introvert,4.0,Yes,3.0,1.0,Yes,5.0,3.0,0.07129131651376448,0.07981924158650784,0.07129131651376448,0.06818251241284612,0.07131295272514954,0.06978893420431567,0.07131295272514954,0.06776991021972753
11441,Introvert,10.0,Yes,0.0,1.0,Yes,2.0,0.0,0.06827962412478918,0.05621471971417856,0.06827962412478918,0.06818251241284612,0.06773300669188627,0.075787673780073,0.06773300669188627,0.06776991021972753
11442,Extrovert,3.0,No,7.0,4.0,No,6.0,7.0,0.9752173145650477,0.9790742981924561,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9762257590686864,0.9750398372807411,0.9752090993890185
11443,Introvert,4.0,,3.0,,Yes,3.0,2.0,0.7395235845873541,0.7309725687047612,0.7395235845873541,0.7408906882591093,0.06863507082835431,0.06099656139110439,0.06863507082835431,0.07339967552160642
11444,Extrovert,2.0,No,7.0,4.0,No,14.0,10.0,0.9755279900571651,0.9728942979987693,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9783081666661396,0.9761370056357601,0.9760370229573381
11445,Extrovert,2.0,,5.0,5.0,No,8.0,9.0,0.7395411605937922,0.7424222269770404,0.7395411605937922,0.7387138133477292,0.9742467865301073,0.9633404534228122,0.9742467865301073,0.9752090993890185
11446,Extrovert,2.0,No,6.0,6.0,No,10.0,4.0,0.9755279900571651,0.9779761081388743,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9878447100197362,0.9761370056357601,0.9753971019820952
11447,Introvert,11.0,Yes,1.0,2.0,Yes,2.0,1.0,0.07129131651376448,0.06033334198007614,0.07129131651376448,0.07099717470937374,0.07131295272514954,0.051138532348414804,0.07131295272514954,0.06932037704774992
11448,Extrovert,2.0,,8.0,7.0,No,14.0,8.0,0.7395235845873541,0.7482098041276691,0.7395235845873541,0.7408906882591093,0.9750398372807411,0.9560542320412572,0.9750398372807411,0.975440789615481
11449,Introvert,7.0,Yes,1.0,4.0,Yes,3.0,0.0,0.06778410405808825,0.08051597514680091,0.06778410405808825,0.06818251241284612,0.06751100341525783,0.06971269213276626,0.06751100341525783,0.06776991021972753
11450,Extrovert,1.0,No,6.0,7.0,No,11.0,4.0,0.9752173145650477,0.987928779337444,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9771229561207053,0.9750398372807411,0.9760370229573381
11451,Introvert,7.0,Yes,3.0,1.0,,5.0,2.0,0.0688843169716374,0.07313743416944309,0.0688843169716374,0.06427265184482787,0.7395235845873541,0.7455846744273837,0.7395235845873541,0.7397260273972602
11452,Introvert,7.0,Yes,1.0,0.0,Yes,4.0,1.0,0.07129131651376448,0.0842216944852157,0.07129131651376448,0.07099717470937374,0.07131295272514954,0.08350912794240223,0.07131295272514954,0.06932037704774992
11453,Introvert,5.0,Yes,1.0,2.0,,1.0,1.0,0.07129131651376448,0.07199858803622376,0.07129131651376448,0.07396272918470558,0.7395235845873541,0.7296571603635014,0.7395235845873541,0.7408906882591093
11454,Extrovert,0.0,No,5.0,7.0,No,14.0,6.0,0.9752173145650477,0.963950312400109,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9706667667163471,0.9750398372807411,0.9760370229573381
11455,Extrovert,1.0,No,7.0,7.0,No,5.0,7.0,0.9744248114517252,0.9835753763243061,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9854329653921333,0.9742467865301073,0.9760370229573381
11456,Introvert,1.0,No,8.0,7.0,No,14.0,5.0,0.9752173145650477,0.9884850309832217,0.9752173145650477,0.9755732966617038,0.9750398372807411,0.978928348022059,0.9750398372807411,0.975440789615481
11457,Introvert,8.0,Yes,1.0,,Yes,2.0,,0.0688843169716374,0.07008887686509004,0.0688843169716374,0.06801584145491464,0.06694094669160668,0.05158285391290188,0.06694094669160668,0.06684809959861038
11458,Extrovert,2.0,,8.0,4.0,No,12.0,7.0,0.7395235845873541,0.7301973724891386,0.7395235845873541,0.7408906882591093,0.9750398372807411,0.9707758330945848,0.9750398372807411,0.975440789615481
11459,Extrovert,1.0,No,8.0,4.0,No,6.0,8.0,0.9744248114517252,0.9675976437856119,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9697308133707429,0.9742467865301073,0.9751998213573527
11460,Extrovert,3.0,No,6.0,5.0,,8.0,7.0,0.9757809804516525,0.9709342119640998,0.9757809804516525,0.9747171890469377,0.7395235845873541,0.7566581800121364,0.7395235845873541,0.7387138133477292
11461,Extrovert,3.0,No,6.0,6.0,No,7.0,4.0,0.9757809804516525,0.9588924927979698,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9828079096212576,0.9757491039443281,0.9760370229573381
11462,Introvert,7.0,Yes,2.0,0.0,Yes,10.0,2.0,0.06827962412478918,0.09491413901813789,0.06827962412478918,0.06818251241284612,0.06773300669188627,0.07618534167641719,0.06773300669188627,0.06776991021972753
11463,Extrovert,1.0,No,4.0,3.0,No,10.0,3.0,0.9744248114517252,0.9826111486556116,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9700231733392857,0.9742467865301073,0.9751998213573527
11464,Extrovert,0.0,No,8.0,7.0,No,,7.0,0.9752173145650477,0.983306141853822,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9861287458237801,0.9750398372807411,0.9760370229573381
11465,Extrovert,0.0,No,3.0,4.0,No,4.0,3.0,0.9755279900571651,0.9923076186744627,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9674981096471635,0.9761370056357601,0.9752090993890185
11466,Introvert,8.0,,3.0,0.0,Yes,2.0,1.0,0.7395235845873541,0.736831139485371,0.7395235845873541,0.7395910655239895,0.06863507082835431,0.06487484257070576,0.06863507082835431,0.06776991021972753
11467,Extrovert,9.0,Yes,,2.0,Yes,3.0,2.0,0.06778410405808825,0.07467918738454607,0.06778410405808825,0.06801584145491464,0.06751100341525783,0.07639646902153567,0.06751100341525783,0.06684809959861038
11468,Extrovert,2.0,No,6.0,3.0,No,13.0,10.0,0.9762257032185212,0.9736084934687473,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9531603379790107,0.9761127243169778,0.975440789615481
11469,Extrovert,0.0,No,,6.0,No,7.0,6.0,0.9752173145650477,0.9669452174164311,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9717026577427395,0.9750398372807411,0.9753971019820952
11470,Extrovert,3.0,No,4.0,4.0,No,13.0,5.0,0.9752173145650477,0.9577366312158647,0.9752173145650477,0.9755732966617038,0.9750398372807411,0.9600578152730979,0.9750398372807411,0.975440789615481
11471,Extrovert,,No,8.0,7.0,No,4.0,7.0,0.9757809804516525,0.975671591058941,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9758063353969033,0.9757491039443281,0.9753971019820952
11472,Extrovert,5.0,Yes,1.0,2.0,Yes,3.0,0.0,0.06827962412478918,0.08238732133395948,0.06827962412478918,0.06427265184482787,0.06773300669188627,0.06527814660203754,0.06773300669188627,0.0647879894162173
11473,Extrovert,3.0,No,9.0,3.0,No,,4.0,0.9755279900571651,0.9797681684795158,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9731924772530789,0.9761370056357601,0.9751998213573527
11474,Introvert,9.0,Yes,0.0,0.0,,1.0,2.0,0.0692116934852581,0.07261946879715124,0.0692116934852581,0.06427265184482787,0.7395235845873541,0.7296629594825755,0.7395235845873541,0.7397260273972602
11475,Extrovert,1.0,No,10.0,3.0,No,15.0,7.0,0.9744248114517252,0.9661340365437563,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9671347189803225,0.9742467865301073,0.9752090993890185
11476,Introvert,9.0,Yes,0.0,2.0,Yes,2.0,3.0,0.07129131651376448,0.09592110529906296,0.07129131651376448,0.06801584145491464,0.07131295272514954,0.07315128953204433,0.07131295272514954,0.06684809959861038
11477,Extrovert,2.0,No,5.0,4.0,No,8.0,10.0,0.9744248114517252,0.9675508979734241,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9747386443225796,0.9742467865301073,0.9751998213573527
11478,Extrovert,1.0,No,5.0,6.0,No,15.0,3.0,0.9755279900571651,0.977136808294444,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9761175870715076,0.9761370056357601,0.9751998213573527
11479,Extrovert,0.0,No,8.0,,No,5.0,3.0,0.9757809804516525,0.9745397163021942,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9833467193214078,0.9757491039443281,0.975440789615481
11480,Extrovert,3.0,No,5.0,4.0,No,4.0,4.0,0.9752173145650477,0.9939575773270064,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9724834020297536,0.9750398372807411,0.9753971019820952
11481,Extrovert,3.0,No,9.0,5.0,No,9.0,3.0,0.9752173145650477,0.9744373570958185,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9663566174749662,0.9750398372807411,0.9760370229573381
11482,Extrovert,2.0,No,8.0,3.0,No,7.0,7.0,0.9757809804516525,0.9779518294556381,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.991965164278175,0.9757491039443281,0.975440789615481
11483,Extrovert,2.0,,4.0,3.0,,5.0,8.0,0.7395235845873541,0.7427071381543577,0.7395235845873541,0.7408906882591093,0.7395235845873541,0.7414380799580026,0.7395235845873541,0.7408906882591093
11484,Introvert,7.0,Yes,,0.0,Yes,2.0,0.0,0.07129131651376448,0.08708576272338012,0.07129131651376448,0.06427265184482787,0.07131295272514954,0.08713687821572816,0.07131295272514954,0.0647879894162173
11485,Introvert,9.0,Yes,2.0,0.0,,3.0,0.0,0.0688843169716374,0.05855839922728839,0.0688843169716374,0.07396272918470558,0.7395235845873541,0.7491993908077889,0.7395235845873541,0.7408906882591093
11486,Extrovert,1.0,No,9.0,5.0,No,11.0,9.0,0.9757809804516525,0.9968450173060821,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9680050744347685,0.9757491039443281,0.9753971019820952
11487,Extrovert,1.0,,6.0,5.0,No,9.0,7.0,0.7395235845873541,0.7318042626577967,0.7395235845873541,0.7397260273972602,0.9757491039443281,0.9671115563146682,0.9757491039443281,0.9753971019820952
11488,Extrovert,,No,5.0,4.0,No,6.0,5.0,0.9755279900571651,0.9771300985367413,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9620373956317735,0.9761370056357601,0.9760370229573381
11489,Extrovert,2.0,No,8.0,4.0,No,,8.0,0.9762257032185212,0.9825242682633216,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9858627958960019,0.9761127243169778,0.9751998213573527
11490,Introvert,5.0,Yes,0.0,3.0,Yes,2.0,3.0,0.06827962412478918,0.05772431840940548,0.06827962412478918,0.06801584145491464,0.06773300669188627,0.07403197163599329,0.06773300669188627,0.06684809959861038
11491,Extrovert,1.0,No,5.0,6.0,No,7.0,9.0,0.9757809804516525,0.9660897526858346,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9785898468882692,0.9757491039443281,0.9752090993890185
11492,Extrovert,2.0,No,7.0,,No,11.0,9.0,0.9752173145650477,0.9725006646893241,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9778026529465844,0.9750398372807411,0.9760370229573381
11493,Extrovert,0.0,No,9.0,3.0,No,11.0,4.0,0.9755279900571651,0.9826010798567727,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9742059540811683,0.9761370056357601,0.9752090993890185
11494,Extrovert,3.0,No,4.0,7.0,No,4.0,7.0,0.9757809804516525,0.9810526031927943,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9915562065143992,0.9757491039443281,0.9753971019820952
11495,Extrovert,1.0,No,6.0,,No,15.0,7.0,0.9757809804516525,0.973669417824982,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.976158269659405,0.9757491039443281,0.9752090993890185
11496,Extrovert,0.0,No,,4.0,No,5.0,4.0,0.9744248114517252,0.9973204211164433,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9576141886956866,0.9742467865301073,0.975440789615481
11497,Extrovert,1.0,No,9.0,6.0,No,15.0,7.0,0.9752173145650477,0.9865987851934594,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.968054265675354,0.9750398372807411,0.9760370229573381
11498,Extrovert,0.0,No,8.0,7.0,No,4.0,3.0,0.9762257032185212,0.9870205200851339,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9714241882010428,0.9761127243169778,0.9752090993890185
11499,Extrovert,4.0,No,5.0,7.0,No,14.0,6.0,0.9752173145650477,0.9703357416207726,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9694870490426788,0.9750398372807411,0.9752090993890185
11500,Extrovert,3.0,No,9.0,7.0,No,15.0,7.0,0.9744248114517252,0.9953571598852098,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9629066792810077,0.9742467865301073,0.9752090993890185
11501,Extrovert,3.0,No,3.0,4.0,No,7.0,5.0,0.9762257032185212,1.0012209196740582,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9812064459670843,0.9761127243169778,0.9751998213573527
11502,Extrovert,2.0,No,3.0,4.0,No,6.0,,0.9755279900571651,0.9635310403421751,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9830565447671078,0.9761370056357601,0.9753971019820952
11503,Introvert,11.0,Yes,0.0,1.0,Yes,2.0,1.0,0.06827962412478918,0.061597477787889085,0.06827962412478918,0.06801584145491464,0.06773300669188627,0.049185762317412396,0.06773300669188627,0.06684809959861038
11504,Extrovert,2.0,,4.0,7.0,No,9.0,5.0,0.7395235845873541,0.7488318062207865,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9731056659623555,0.9761127243169778,0.9751998213573527
11505,Introvert,9.0,Yes,2.0,2.0,,3.0,0.0,0.06827962412478918,0.06211091787931481,0.06827962412478918,0.06801584145491464,0.7395411605937922,0.7544897675024145,0.7395411605937922,0.7387138133477292
11506,Extrovert,3.0,,7.0,4.0,No,7.0,4.0,0.7395235845873541,0.7233607603984905,0.7395235845873541,0.7408906882591093,0.9750398372807411,0.9790573093019009,0.9750398372807411,0.975440789615481
11507,Extrovert,3.0,No,9.0,5.0,No,14.0,9.0,0.9755279900571651,0.9765723061463332,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9710202334746123,0.9761370056357601,0.9752090993890185
11508,Extrovert,,No,6.0,4.0,No,13.0,9.0,0.9755279900571651,0.9732969714484563,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9823089114128991,0.9761370056357601,0.9760370229573381
11509,Extrovert,4.0,No,7.0,5.0,No,6.0,4.0,0.9755279900571651,0.9705113959827262,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9787309371956252,0.9761370056357601,0.975440789615481
11510,Extrovert,0.0,,10.0,7.0,No,9.0,4.0,0.7395411605937922,0.7391779879903515,0.7395411605937922,0.7408906882591093,0.9742467865301073,0.9853782819389262,0.9742467865301073,0.975440789615481
11511,Extrovert,3.0,No,3.0,6.0,No,5.0,7.0,0.9755279900571651,0.9523720915811251,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9846321202923951,0.9761370056357601,0.9752090993890185
11512,Extrovert,2.0,No,3.0,6.0,No,4.0,3.0,0.9752173145650477,0.9668266211875632,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9930247038448231,0.9750398372807411,0.9752090993890185
11513,Extrovert,3.0,No,,6.0,No,9.0,9.0,0.9755279900571651,0.9630813642232956,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9821782401033469,0.9761370056357601,0.9752090993890185
11514,Extrovert,1.0,,6.0,5.0,No,8.0,7.0,0.7395235845873541,0.7563994255259876,0.7395235845873541,0.7395910655239895,0.9750398372807411,0.9768182256798441,0.9750398372807411,0.9760370229573381
11515,Introvert,9.0,Yes,0.0,,Yes,1.0,2.0,0.06827962412478918,0.07692527952093844,0.06827962412478918,0.06818251241284612,0.06773300669188627,0.06228683036157012,0.06773300669188627,0.06776991021972753
11516,Extrovert,3.0,No,9.0,7.0,No,13.0,10.0,0.9755279900571651,0.9747805319844823,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9762601121698622,0.9761370056357601,0.9760370229573381
11517,Extrovert,1.0,No,5.0,3.0,No,4.0,,0.9762257032185212,0.9669613618198943,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9776865261644375,0.9761127243169778,0.9753971019820952
11518,Extrovert,3.0,No,8.0,3.0,No,13.0,8.0,0.9755279900571651,0.9860298448966702,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9677083967728338,0.9761370056357601,0.9753971019820952
11519,Introvert,7.0,Yes,3.0,,Yes,0.0,2.0,0.07129131651376448,0.08385792261322983,0.07129131651376448,0.06427265184482787,0.07131295272514954,0.06157467852364325,0.07131295272514954,0.0647879894162173
11520,Extrovert,2.0,No,5.0,7.0,No,7.0,5.0,0.9752173145650477,0.9848401448828946,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9753578275922844,0.9750398372807411,0.9753971019820952
11521,Extrovert,0.0,No,,5.0,No,8.0,4.0,0.9757809804516525,0.9770554767906702,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9711242587102125,0.9757491039443281,0.9760370229573381
